"Town","FIPS","Year","Occupancy Status","Measure Type","Variable","Value"
"Thompson","0901575870","2010-2014","Vacant","Number","Margins of Error",104
"Thompson","0901575870","2010-2014","Vacant","Percent","Housing Units",9.08
"Thompson","0901575870","2010-2014","Vacant","Percent","Margins of Error",2.6
"Thompson","0901575870","2010-2014","Occupied","Number","Housing Units",3673
"Thompson","0901575870","2010-2014","Occupied","Number","Margins of Error",178
"Thompson","0901575870","2010-2014","Occupied","Percent","Housing Units",90.92
"Thompson","0901575870","2010-2014","Occupied","Percent","Margins of Error",5.72
"Thompson","0901575870","2011-2015","Total","Number","Housing Units",4132
"Thompson","0901575870","2011-2015","Total","Number","Margins of Error",168
"Thompson","0901575870","2011-2015","Vacant","Number","Housing Units",396
"Thompson","0901575870","2011-2015","Vacant","Number","Margins of Error",122
"Thompson","0901575870","2011-2015","Vacant","Percent","Housing Units",9.58
"Thompson","0901575870","2011-2015","Vacant","Percent","Margins of Error",2.98
"Thompson","0901575870","2011-2015","Occupied","Number","Housing Units",3736
"Thompson","0901575870","2011-2015","Occupied","Number","Margins of Error",148
"Thompson","0901575870","2011-2015","Occupied","Percent","Housing Units",90.42
"Thompson","0901575870","2011-2015","Occupied","Percent","Margins of Error",5.13
"Thompson","0901575870","2012-2016","Total","Number","Housing Units",4170
"Thompson","0901575870","2012-2016","Total","Number","Margins of Error",203
"Thompson","0901575870","2012-2016","Vacant","Number","Housing Units",469
"Thompson","0901575870","2012-2016","Vacant","Number","Margins of Error",121
"Thompson","0901575870","2012-2016","Vacant","Percent","Housing Units",11.25
"Thompson","0901575870","2012-2016","Vacant","Percent","Margins of Error",2.95
"Thompson","0901575870","2012-2016","Occupied","Number","Housing Units",3701
"Thompson","0901575870","2012-2016","Occupied","Number","Margins of Error",187
"Thompson","0901575870","2012-2016","Occupied","Percent","Housing Units",88.75
"Thompson","0901575870","2012-2016","Occupied","Percent","Margins of Error",6.23
"Thompson","0901575870","2013-2017","Total","Number","Housing Units",4112
"Thompson","0901575870","2013-2017","Total","Number","Margins of Error",202
"Thompson","0901575870","2013-2017","Vacant","Number","Housing Units",431
"Thompson","0901575870","2013-2017","Vacant","Number","Margins of Error",123
"Thompson","0901575870","2013-2017","Vacant","Percent","Housing Units",10.48
"Thompson","0901575870","2013-2017","Vacant","Percent","Margins of Error",3.04
"Thompson","0901575870","2013-2017","Occupied","Number","Housing Units",3681
"Thompson","0901575870","2013-2017","Occupied","Number","Margins of Error",183
"Thompson","0901575870","2013-2017","Occupied","Percent","Housing Units",89.52
"Thompson","0901575870","2013-2017","Occupied","Percent","Margins of Error",6.26
"Thompson","0901575870","2014-2018","Total","Number","Housing Units",4149
"Thompson","0901575870","2014-2018","Total","Number","Margins of Error",221
"Thompson","0901575870","2014-2018","Vacant","Number","Housing Units",598
"Thompson","0901575870","2014-2018","Vacant","Number","Margins of Error",164
"Thompson","0901575870","2014-2018","Vacant","Percent","Housing Units",14.41
"Thompson","0901575870","2014-2018","Vacant","Percent","Margins of Error",4.03
"Thompson","0901575870","2014-2018","Occupied","Number","Housing Units",3551
"Thompson","0901575870","2014-2018","Occupied","Number","Margins of Error",198
"Thompson","0901575870","2014-2018","Occupied","Percent","Housing Units",85.59
"Thompson","0901575870","2014-2018","Occupied","Percent","Margins of Error",6.6
"Tolland","0901376290","2006-2010","Total","Number","Housing Units",5287
"Tolland","0901376290","2006-2010","Total","Number","Margins of Error",159
"Tolland","0901376290","2006-2010","Vacant","Number","Housing Units",14
"Tolland","0901376290","2006-2010","Vacant","Number","Margins of Error",23
"Tolland","0901376290","2006-2010","Vacant","Percent","Housing Units",0.26
"Tolland","0901376290","2006-2010","Vacant","Percent","Margins of Error",0.44
"Tolland","0901376290","2006-2010","Occupied","Number","Housing Units",5273
"Tolland","0901376290","2006-2010","Occupied","Number","Margins of Error",161
"Tolland","0901376290","2006-2010","Occupied","Percent","Housing Units",99.74
"Tolland","0901376290","2006-2010","Occupied","Percent","Margins of Error",4.27
"Tolland","0901376290","2007-2011","Total","Number","Housing Units",5395
"Tolland","0901376290","2007-2011","Total","Number","Margins of Error",168
"Tolland","0901376290","2007-2011","Vacant","Number","Housing Units",15
"Tolland","0901376290","2007-2011","Vacant","Number","Margins of Error",24
"Tolland","0901376290","2007-2011","Vacant","Percent","Housing Units",0.28
"Tolland","0901376290","2007-2011","Vacant","Percent","Margins of Error",0.44
"Tolland","0901376290","2007-2011","Occupied","Number","Housing Units",5380
"Tolland","0901376290","2007-2011","Occupied","Number","Margins of Error",172
"Tolland","0901376290","2007-2011","Occupied","Percent","Housing Units",99.72
"Tolland","0901376290","2007-2011","Occupied","Percent","Margins of Error",4.45
"Tolland","0901376290","2008-2012","Total","Number","Housing Units",5474
"Tolland","0901376290","2008-2012","Total","Number","Margins of Error",159
"Tolland","0901376290","2008-2012","Vacant","Number","Housing Units",15
"Tolland","0901376290","2008-2012","Vacant","Number","Margins of Error",25
"Tolland","0901376290","2008-2012","Vacant","Percent","Housing Units",0.27
"Tolland","0901376290","2008-2012","Vacant","Percent","Margins of Error",0.46
"Tolland","0901376290","2008-2012","Occupied","Number","Housing Units",5459
"Tolland","0901376290","2008-2012","Occupied","Number","Margins of Error",158
"Tolland","0901376290","2008-2012","Occupied","Percent","Housing Units",99.73
"Tolland","0901376290","2008-2012","Occupied","Percent","Margins of Error",4.09
"Tolland","0901376290","2009-2013","Total","Number","Housing Units",5456
"Tolland","0901376290","2009-2013","Total","Number","Margins of Error",184
"Tolland","0901376290","2009-2013","Vacant","Number","Housing Units",15
"Tolland","0901376290","2009-2013","Vacant","Number","Margins of Error",25
"Tolland","0901376290","2009-2013","Vacant","Percent","Housing Units",0.27
"Tolland","0901376290","2009-2013","Vacant","Percent","Margins of Error",0.46
"Tolland","0901376290","2009-2013","Occupied","Number","Housing Units",5441
"Tolland","0901376290","2009-2013","Occupied","Number","Margins of Error",186
"Tolland","0901376290","2009-2013","Occupied","Percent","Housing Units",99.73
"Tolland","0901376290","2009-2013","Occupied","Percent","Margins of Error",4.79
"Tolland","0901376290","2010-2014","Total","Number","Housing Units",5545
"Tolland","0901376290","2010-2014","Total","Number","Margins of Error",196
"Tolland","0901376290","2010-2014","Vacant","Number","Housing Units",118
"Tolland","0901376290","2010-2014","Vacant","Number","Margins of Error",99
"Tolland","0901376290","2010-2014","Vacant","Percent","Housing Units",2.13
"Tolland","0901376290","2010-2014","Vacant","Percent","Margins of Error",1.79
"Tolland","0901376290","2010-2014","Occupied","Number","Housing Units",5427
"Tolland","0901376290","2010-2014","Occupied","Number","Margins of Error",181
"Tolland","0901376290","2010-2014","Occupied","Percent","Housing Units",97.87
"Tolland","0901376290","2010-2014","Occupied","Percent","Margins of Error",4.76
"Tolland","0901376290","2011-2015","Total","Number","Housing Units",5439
"Tolland","0901376290","2011-2015","Total","Number","Margins of Error",185
"Tolland","0901376290","2011-2015","Vacant","Number","Housing Units",201
"Tolland","0901376290","2011-2015","Vacant","Number","Margins of Error",110
"Tolland","0901376290","2011-2015","Vacant","Percent","Housing Units",3.7
"Tolland","0901376290","2011-2015","Vacant","Percent","Margins of Error",2.03
"Tolland","0901376290","2011-2015","Occupied","Number","Housing Units",5238
"Tolland","0901376290","2011-2015","Occupied","Number","Margins of Error",179
"Tolland","0901376290","2011-2015","Occupied","Percent","Housing Units",96.3
"Tolland","0901376290","2011-2015","Occupied","Percent","Margins of Error",4.64
"Tolland","0901376290","2012-2016","Total","Number","Housing Units",5472
"Tolland","0901376290","2012-2016","Total","Number","Margins of Error",173
"Tolland","0901376290","2012-2016","Vacant","Number","Housing Units",286
"Tolland","0901376290","2012-2016","Vacant","Number","Margins of Error",122
"Tolland","0901376290","2012-2016","Vacant","Percent","Housing Units",5.23
"Tolland","0901376290","2012-2016","Vacant","Percent","Margins of Error",2.24
"Tolland","0901376290","2012-2016","Occupied","Number","Housing Units",5186
"Tolland","0901376290","2012-2016","Occupied","Number","Margins of Error",170
"Tolland","0901376290","2012-2016","Occupied","Percent","Housing Units",94.77
"Tolland","0901376290","2012-2016","Occupied","Percent","Margins of Error",4.32
"Tolland","0901376290","2013-2017","Total","Number","Housing Units",5405
"Tolland","0901376290","2013-2017","Total","Number","Margins of Error",178
"Tolland","0901376290","2013-2017","Vacant","Number","Housing Units",313
"Tolland","0901376290","2013-2017","Vacant","Number","Margins of Error",143
"Tolland","0901376290","2013-2017","Vacant","Percent","Housing Units",5.79
"Tolland","0901376290","2013-2017","Vacant","Percent","Margins of Error",2.65
"Tolland","0901376290","2013-2017","Occupied","Number","Housing Units",5092
"Tolland","0901376290","2013-2017","Occupied","Number","Margins of Error",185
"Tolland","0901376290","2013-2017","Occupied","Percent","Housing Units",94.21
"Tolland","0901376290","2013-2017","Occupied","Percent","Margins of Error",4.62
"Tolland","0901376290","2014-2018","Total","Number","Housing Units",5481
"Tolland","0901376290","2014-2018","Total","Number","Margins of Error",198
"Tolland","0901376290","2014-2018","Vacant","Number","Housing Units",322
"Tolland","0901376290","2014-2018","Vacant","Number","Margins of Error",177
"Tolland","0901376290","2014-2018","Vacant","Percent","Housing Units",5.87
"Tolland","0901376290","2014-2018","Vacant","Percent","Margins of Error",3.24
"Tolland","0901376290","2014-2018","Occupied","Number","Housing Units",5159
"Tolland","0901376290","2014-2018","Occupied","Number","Margins of Error",210
"Tolland","0901376290","2014-2018","Occupied","Percent","Housing Units",94.13
"Tolland","0901376290","2014-2018","Occupied","Percent","Margins of Error",5.12
"Torrington","0900576570","2006-2010","Total","Number","Housing Units",17252
"Torrington","0900576570","2006-2010","Total","Number","Margins of Error",373
"Torrington","0900576570","2006-2010","Vacant","Number","Housing Units",1645
"Torrington","0900576570","2006-2010","Vacant","Number","Margins of Error",262
"Torrington","0900576570","2006-2010","Vacant","Percent","Housing Units",9.54
"Torrington","0900576570","2006-2010","Vacant","Percent","Margins of Error",1.53
"Torrington","0900576570","2006-2010","Occupied","Number","Housing Units",15607
"Torrington","0900576570","2006-2010","Occupied","Number","Margins of Error",351
"Torrington","0900576570","2006-2010","Occupied","Percent","Housing Units",90.46
"Torrington","0900576570","2006-2010","Occupied","Percent","Margins of Error",2.82
"Torrington","0900576570","2007-2011","Total","Number","Housing Units",17220
"Torrington","0900576570","2007-2011","Total","Number","Margins of Error",435
"Torrington","0900576570","2007-2011","Vacant","Number","Housing Units",1660
"Torrington","0900576570","2007-2011","Vacant","Number","Margins of Error",265
"Torrington","0900576570","2007-2011","Vacant","Percent","Housing Units",9.64
"Torrington","0900576570","2007-2011","Vacant","Percent","Margins of Error",1.56
"Torrington","0900576570","2007-2011","Occupied","Number","Housing Units",15560
"Torrington","0900576570","2007-2011","Occupied","Number","Margins of Error",402
"Torrington","0900576570","2007-2011","Occupied","Percent","Housing Units",90.36
"Torrington","0900576570","2007-2011","Occupied","Percent","Margins of Error",3.26
"Torrington","0900576570","2008-2012","Total","Number","Housing Units",17157
"Torrington","0900576570","2008-2012","Total","Number","Margins of Error",411
"Torrington","0900576570","2008-2012","Vacant","Number","Housing Units",1822
"Torrington","0900576570","2008-2012","Vacant","Number","Margins of Error",301
"Torrington","0900576570","2008-2012","Vacant","Percent","Housing Units",10.62
"Torrington","0900576570","2008-2012","Vacant","Percent","Margins of Error",1.77
"Torrington","0900576570","2008-2012","Occupied","Number","Housing Units",15335
"Torrington","0900576570","2008-2012","Occupied","Number","Margins of Error",376
"Torrington","0900576570","2008-2012","Occupied","Percent","Housing Units",89.38
"Torrington","0900576570","2008-2012","Occupied","Percent","Margins of Error",3.06
"Torrington","0900576570","2009-2013","Total","Number","Housing Units",17047
"Torrington","0900576570","2009-2013","Total","Number","Margins of Error",393
"Torrington","0900576570","2009-2013","Vacant","Number","Housing Units",1725
"Torrington","0900576570","2009-2013","Vacant","Number","Margins of Error",292
"Torrington","0900576570","2009-2013","Vacant","Percent","Housing Units",10.12
"Torrington","0900576570","2009-2013","Vacant","Percent","Margins of Error",1.73
"Torrington","0900576570","2009-2013","Occupied","Number","Housing Units",15322
"Torrington","0900576570","2009-2013","Occupied","Number","Margins of Error",377
"Torrington","0900576570","2009-2013","Occupied","Percent","Housing Units",89.88
"Torrington","0900576570","2009-2013","Occupied","Percent","Margins of Error",3.03
"Torrington","0900576570","2010-2014","Total","Number","Housing Units",16812
